"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","connectance","fixed"
"1047",15,17,44,58,3,8,1,31,6,154,5,3,15,22,2,5,4,16,11,5,3,3,10,2,6,0,2,5,1,2,1,2,2,2,5,0,0,2,2,1,0,1,0,0,0,0,21,0,0,0,0.01,100
"1048",9,13,16,8,5,8,3,9,2,3,1,5,5,1,2,6,315,1,1,1,21,3,17,1,1,6,2,1,5,0,3,0,1,2,1,0,0,2,1,0,3,5,0,0,2,1,2,0,0,0,0.01,100
"1049",50,28,23,8,11,11,6,10,25,13,13,60,1,67,1,5,1,6,7,3,1,2,3,6,2,1,12,2,2,2,63,1,0,2,18,0,2,1,16,4,2,1,1,0,0,0,0,0,0,0,0.01,100
"1050",22,19,49,15,18,58,73,5,19,30,3,13,10,1,10,8,8,6,3,6,4,7,7,1,6,21,5,4,1,0,16,4,9,5,3,11,4,2,1,0,1,2,0,0,4,0,0,0,0,0,0.01,100
"1051",1,1,7,1,299,4,1,3,2,5,9,2,2,4,0,0,10,14,29,2,1,4,2,10,70,3,0,1,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.01,100
"1052",27,17,29,79,48,21,13,5,22,19,4,4,61,3,18,3,8,24,1,1,1,0,8,1,10,8,2,3,1,10,14,2,2,2,5,2,0,1,1,6,1,2,0,1,1,2,0,1,2,0,0.01,100
"1053",10,16,7,3,4,17,5,17,4,0,3,4,9,0,9,2,4,6,307,3,16,1,3,11,6,2,1,5,1,0,0,1,2,5,3,2,1,1,1,0,0,2,1,1,0,0,1,0,0,0,0.01,100
"1054",18,8,8,325,6,3,2,5,2,2,12,1,2,6,7,11,1,2,29,4,2,1,1,0,1,5,0,7,1,11,4,1,0,3,1,1,0,0,0,3,0,2,0,0,0,1,1,0,0,0,0.01,100
"1055",6,13,5,13,7,164,5,7,4,33,3,53,3,3,5,1,2,4,63,4,5,5,2,6,9,2,3,1,5,2,1,23,10,3,0,3,6,6,0,2,0,0,1,1,0,1,2,0,0,0,0.01,100
"1056",4,14,5,56,189,4,4,6,11,9,3,3,9,6,0,3,3,6,2,12,2,2,5,7,1,1,7,2,3,4,0,54,0,1,2,18,1,32,0,0,3,1,2,0,0,0,0,0,0,0,0.01,100
"1057",49,89,4,11,93,20,6,28,1,19,2,5,3,40,59,6,1,1,3,1,1,3,7,2,0,4,3,3,4,1,2,2,1,0,4,1,4,5,0,2,0,1,1,0,0,0,1,1,1,0,0.01,100
"1058",16,9,19,6,23,28,57,5,6,18,9,20,11,25,5,2,1,2,0,6,5,31,4,3,20,6,2,5,1,3,0,1,40,1,6,1,1,60,0,1,3,1,6,0,1,1,21,1,1,0,0.01,100
"1059",83,20,34,6,49,6,12,8,11,10,2,6,5,17,5,5,34,5,15,5,4,0,3,15,10,59,4,15,3,1,1,13,4,7,1,0,1,1,2,3,4,2,1,0,0,0,2,1,0,0,0.01,100
"1060",27,54,10,9,30,8,14,29,6,7,9,5,1,8,3,44,16,10,3,62,6,13,0,3,7,2,8,1,6,3,1,0,1,1,3,2,11,5,31,13,12,1,0,2,5,1,0,1,0,0,0.01,100
"1061",26,14,101,7,149,2,4,19,2,8,3,4,6,9,3,6,4,1,5,2,2,39,1,9,10,2,2,4,0,11,1,1,13,2,2,2,1,2,1,0,8,0,0,1,0,4,0,1,1,0,0.01,100
"1062",27,5,17,46,16,33,8,7,3,40,124,4,8,28,2,3,6,3,5,2,4,4,4,16,1,4,1,1,4,5,19,6,3,1,15,1,0,2,3,1,3,1,4,0,0,3,2,0,0,0,0.01,100
"1063",5,7,1,1,10,0,10,417,1,4,2,20,3,0,0,0,3,0,3,0,1,1,0,2,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.01,100
"1064",13,104,64,32,9,7,19,10,34,38,5,8,1,7,3,2,3,2,14,4,12,3,2,3,1,1,4,0,6,3,32,2,3,18,0,1,3,1,1,0,4,2,0,0,1,14,0,0,0,0,0.01,100
"1065",5,2,6,1,2,135,284,1,16,0,5,0,2,2,0,4,1,2,5,1,2,2,0,0,3,0,1,1,3,1,1,0,0,0,0,0,0,0,0,1,0,2,0,2,1,1,0,0,0,0,0.01,100
"1066",29,7,6,6,26,4,6,3,2,1,0,3,304,4,1,11,1,2,0,9,18,4,0,9,1,3,1,2,2,1,2,1,4,2,0,7,2,0,2,0,4,0,3,1,0,0,0,0,1,0,0.01,100
"1067",160,38,24,6,9,5,16,9,54,3,8,2,5,7,1,12,8,8,1,2,4,1,2,0,3,1,0,0,5,2,3,1,2,1,1,77,1,1,1,1,4,0,0,1,1,0,2,1,1,0,0.01,100
"1068",22,15,6,7,5,5,5,250,4,1,4,75,20,11,7,1,6,8,11,1,4,0,0,1,1,0,1,0,5,5,4,1,0,1,4,0,2,0,3,1,1,1,1,0,0,0,0,0,0,0,0.01,100
"1069",29,104,10,30,8,15,8,12,11,4,18,61,10,11,2,4,3,4,3,16,19,4,1,14,2,4,1,1,6,4,1,0,5,2,5,8,32,5,2,0,0,4,1,1,2,2,3,0,0,0,0.01,100
"1070",13,14,35,14,52,14,68,13,6,9,9,2,6,18,23,2,11,0,9,3,4,11,1,4,2,2,29,0,1,4,2,0,3,38,4,1,28,2,25,5,2,1,0,0,0,0,1,0,0,0,0.01,100
"1071",15,100,59,15,9,3,2,6,19,4,10,34,18,4,5,29,2,4,2,53,4,3,9,1,2,36,0,7,1,4,11,0,1,6,0,1,6,2,0,0,0,1,0,0,2,3,0,0,1,0,0.01,100
"1072",14,113,9,4,9,7,7,8,7,14,95,8,5,17,7,1,4,14,0,5,5,7,2,2,11,3,4,2,0,4,2,2,1,0,2,0,1,2,1,5,3,1,1,0,0,1,0,85,0,0,0.01,100
"1073",1,0,2,0,1,3,4,1,0,0,1,4,415,5,27,0,0,1,9,0,4,0,0,0,0,0,3,9,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0.01,100
"1074",22,24,27,15,16,17,47,46,13,2,7,17,12,9,11,5,6,7,3,7,10,37,5,8,3,8,5,5,0,4,4,11,1,0,7,5,4,8,2,3,3,10,23,1,1,3,1,2,2,0,0.01,100
"1075",15,8,38,12,8,48,18,15,15,17,3,11,6,5,6,5,6,53,47,4,27,8,7,3,6,2,2,0,1,2,34,6,19,2,2,11,1,1,6,7,0,1,1,0,2,0,0,0,1,0,0.01,100
"1076",4,3,2,2,3,4,0,1,0,1,3,0,2,454,1,0,2,0,0,0,0,5,2,1,1,2,1,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.01,100
"1077",8,36,18,5,3,10,5,2,1,1,4,2,7,6,3,2,6,3,2,5,1,3,5,2,11,0,13,3,1,2,2,2,1,0,1,1,0,310,0,1,0,0,5,0,1,1,0,0,0,0,0.01,100
"1078",7,84,4,16,20,21,9,4,20,3,178,14,4,3,14,6,4,5,7,2,2,3,4,5,5,4,3,9,0,9,0,1,1,3,6,2,2,4,2,4,2,0,0,0,0,0,2,0,0,0,0.01,100
"1079",12,9,15,187,3,6,3,3,4,4,2,22,2,7,11,1,3,19,7,3,82,3,2,1,0,1,1,19,2,12,0,6,22,0,1,1,0,0,0,3,13,0,0,0,3,0,0,1,0,0,0.01,100
"1080",10,9,9,14,9,19,24,7,13,4,13,4,8,25,23,5,6,11,14,48,3,3,5,1,3,3,3,6,2,14,46,2,8,3,1,5,5,2,1,4,1,1,94,0,1,0,1,0,0,0,0.01,100
"1081",23,41,21,6,10,36,5,7,17,18,20,9,11,4,4,10,1,22,6,11,50,13,3,20,4,1,3,6,0,1,4,2,1,5,2,0,2,2,1,8,68,2,0,8,3,0,0,1,1,0,0.01,100
"1082",12,84,20,5,46,62,9,52,17,2,3,51,1,10,3,9,7,4,2,2,1,31,3,1,15,7,0,2,1,2,0,1,1,4,1,0,0,1,1,1,8,0,6,2,1,0,0,1,0,0,0.01,100
"1083",20,12,6,26,4,9,5,54,9,8,18,3,11,37,2,6,6,18,1,11,6,4,7,1,2,3,5,99,7,4,1,5,4,29,0,35,2,1,0,4,2,1,1,0,3,2,1,0,0,0,0.01,100
"1084",13,9,8,8,2,7,91,14,7,76,17,5,3,95,4,8,3,7,2,4,2,38,4,1,4,6,0,5,0,0,2,2,2,17,1,3,0,7,1,0,4,0,0,3,11,0,3,0,0,0,0.01,100
"1085",13,7,11,13,7,2,3,24,22,9,3,22,4,6,5,6,5,3,1,2,8,7,5,7,6,3,3,4,12,7,11,1,0,10,9,1,3,0,3,199,11,3,1,7,0,0,0,1,0,0,0.01,100
"1086",23,4,266,8,38,5,9,2,18,19,6,3,3,5,2,3,11,6,23,7,1,5,1,1,6,2,1,0,8,0,1,0,0,0,1,0,0,3,0,1,1,1,0,0,1,0,0,1,0,0,0.01,100
"1087",19,12,14,7,5,21,5,3,8,4,1,2,8,4,4,6,11,2,9,2,4,30,3,3,5,1,0,4,17,1,199,3,1,2,1,66,0,1,1,0,0,1,0,1,3,1,1,0,0,0,0.01,100
"1088",17,18,24,7,6,4,96,3,10,5,29,3,3,4,4,1,1,4,0,93,24,4,6,4,48,2,41,1,0,1,0,0,4,1,4,1,3,0,1,0,0,0,8,2,0,5,0,0,0,0,0.01,100
"1089",7,13,200,15,4,5,6,2,3,124,4,2,1,4,3,1,0,9,1,5,3,1,23,3,1,3,24,3,2,0,0,4,0,1,0,2,2,1,3,0,0,0,1,0,0,13,0,0,0,0,0.01,100
"1090",26,44,7,13,42,17,11,3,67,75,20,11,9,3,9,18,14,9,6,4,2,3,2,18,0,1,1,1,0,2,31,0,1,0,13,0,0,0,1,0,1,0,5,0,2,0,2,1,0,0,0.01,100
"1091",8,15,6,181,40,5,10,11,28,5,5,10,31,2,7,7,8,3,1,3,3,1,7,16,1,2,2,3,23,4,6,2,3,3,2,3,4,0,1,0,0,1,15,0,1,0,1,6,0,0,0.01,100
"1092",11,157,6,9,58,16,6,53,4,9,32,7,4,7,5,1,3,15,4,1,8,5,3,2,5,9,6,3,0,2,4,0,1,0,0,1,1,3,0,1,15,1,0,2,0,15,0,0,2,0,0.01,100
"1093",145,36,7,10,9,20,18,7,74,6,7,3,3,6,5,14,6,4,6,10,3,3,4,41,3,2,0,10,1,2,8,0,0,9,1,3,2,1,0,0,1,0,2,0,1,1,0,0,0,0,0.01,100
"1094",44,9,31,36,8,4,4,90,14,7,6,24,3,3,4,19,4,9,15,12,10,61,2,9,8,1,15,3,11,1,2,1,7,4,0,0,2,0,2,1,7,1,1,0,1,0,0,1,0,0,0.01,100
"1095",2,3,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,478,0,0,0,0,0,0.01,100
"1096",0,11,0,0,2,1,0,0,0,1,1,476,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,100
"1097",8,61,6,5,2,4,24,4,8,6,5,4,1,8,9,50,16,149,3,2,6,1,4,5,0,2,5,1,1,2,6,4,7,0,0,0,5,5,5,10,0,2,0,0,1,48,0,0,0,0,0.01,100
"1098",12,7,87,7,5,2,279,2,2,1,10,9,3,1,24,11,4,1,0,2,1,1,0,1,0,2,1,2,0,3,0,0,2,0,3,0,1,0,2,1,0,1,4,1,0,0,0,0,0,0,0.01,100
"1099",15,9,8,11,7,23,7,68,5,33,17,29,10,71,6,2,1,10,2,4,3,1,109,3,3,2,2,10,7,2,1,3,0,3,0,3,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0.01,100
"1100",11,142,15,14,5,18,12,7,6,7,4,8,10,8,16,29,1,6,3,2,9,9,35,3,4,4,10,3,14,1,7,1,4,0,1,4,1,11,18,7,7,1,5,2,2,1,1,1,0,0,0.01,100
"1101",10,19,55,9,5,5,5,11,59,15,17,8,3,4,9,48,8,27,25,45,4,10,10,0,3,10,1,2,5,22,4,3,0,2,4,2,3,5,1,4,3,1,2,1,5,1,0,0,0,0,0.01,100
"1102",17,8,14,7,3,9,16,86,24,11,5,7,5,6,12,66,1,5,1,7,8,6,4,2,6,7,4,0,42,1,2,1,64,5,1,15,1,0,1,2,0,7,5,2,3,0,0,0,0,0,0.01,100
"1103",11,49,5,9,9,2,17,14,6,9,11,1,8,158,18,8,1,2,35,8,9,0,4,1,2,5,6,12,6,1,0,43,1,5,0,0,1,2,1,0,11,0,1,0,2,1,1,0,0,0,0.01,100
"1104",12,17,14,9,33,8,10,5,94,8,8,7,6,4,4,9,3,4,4,2,9,5,4,1,23,10,56,1,1,1,8,6,15,13,5,1,1,0,0,0,2,0,2,1,1,0,0,1,69,0,0.01,100
"1105",45,19,22,31,24,29,14,13,53,16,11,40,7,12,14,11,11,19,3,6,3,5,5,2,4,4,0,8,1,5,4,5,4,5,8,0,0,3,1,1,0,0,3,2,0,0,16,1,1,0,0.01,100
"1106",20,32,3,230,35,6,12,3,5,5,0,15,3,7,3,3,0,15,4,0,3,0,0,1,5,2,1,13,0,2,1,3,6,1,0,0,1,53,0,2,0,1,0,1,0,1,0,0,0,0,0.01,100
"1107",25,14,27,15,35,11,7,15,7,9,41,8,4,8,3,5,21,6,6,5,11,2,6,4,3,52,4,32,4,4,0,1,2,51,5,1,30,2,2,0,2,0,0,0,0,1,1,1,0,0,0.01,100
"1108",74,12,96,22,11,5,10,8,5,24,32,23,39,8,13,4,4,3,6,7,1,2,4,6,21,6,2,2,4,6,1,2,4,3,1,3,0,3,0,1,1,1,0,1,13,0,1,0,0,0,0.01,100
"1109",19,94,37,9,56,34,45,5,7,20,8,5,6,15,2,2,21,5,7,8,11,3,4,4,1,8,4,1,10,1,4,2,1,2,6,3,3,1,6,0,1,3,1,0,9,0,1,2,0,0,0.01,100
"1110",16,9,79,18,11,57,27,3,52,3,12,41,8,3,5,23,3,4,2,5,1,11,1,4,5,38,1,3,2,2,0,34,5,0,0,1,0,1,5,0,0,0,1,2,0,0,0,0,0,0,0.01,100
"1111",104,6,16,17,25,21,0,6,3,20,3,0,0,1,1,6,3,22,0,3,1,1,15,2,2,1,130,2,3,1,2,4,2,18,0,0,0,0,3,7,0,15,0,0,1,1,0,0,26,0,0.01,100
"1112",58,92,23,15,24,12,31,23,13,18,6,4,4,3,3,6,13,4,5,0,3,5,17,4,5,5,14,3,3,7,3,5,0,2,0,5,2,30,3,2,0,2,0,13,1,1,1,0,0,0,0.01,100
"1113",19,20,58,7,7,9,9,7,6,31,6,7,3,6,24,2,3,7,111,3,7,54,5,1,6,4,1,4,4,2,14,1,1,8,0,1,1,10,3,5,1,2,4,0,0,1,5,1,3,0,0.01,100
"1114",9,16,6,8,3,20,4,10,7,8,2,5,2,7,1,9,0,2,7,0,0,0,4,2,313,2,0,14,3,0,3,2,0,3,0,0,3,1,0,0,5,1,0,10,0,0,2,2,0,0,0.01,100
"1115",13,10,3,102,4,8,30,3,11,20,6,5,6,1,12,7,5,15,6,3,3,6,2,2,1,9,1,2,7,0,1,1,1,3,3,0,143,12,6,1,0,0,2,0,0,1,16,0,0,0,0.01,100
"1116",23,10,5,6,7,56,96,2,2,2,7,104,39,2,2,4,6,5,8,0,1,1,4,4,5,0,1,3,43,3,0,1,3,0,1,14,0,8,2,10,4,0,0,0,0,0,0,0,1,0,0.01,100
"1117",37,10,8,7,10,185,10,16,3,1,3,2,14,7,2,6,5,0,1,5,3,2,8,2,1,1,2,3,8,1,0,0,0,1,1,0,95,3,3,0,5,0,0,1,1,22,1,0,0,0,0.01,100
"1118",138,0,12,3,8,0,4,4,253,2,2,0,2,1,0,1,2,4,1,0,0,0,0,1,1,0,51,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.01,100
"1119",84,41,13,18,6,8,21,7,7,8,9,3,1,69,4,7,4,6,2,2,2,81,8,2,2,8,12,5,6,4,1,0,7,10,0,7,0,3,1,3,0,3,0,1,0,3,0,0,1,0,0.01,100
"1120",1,0,0,1,42,0,2,0,0,0,0,0,3,0,0,4,3,0,1,23,0,3,0,0,1,1,408,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,100
"1121",68,21,20,26,20,4,20,7,30,13,15,9,20,27,9,11,4,1,2,5,5,5,9,10,5,63,10,7,0,3,22,1,3,5,1,4,1,1,0,3,1,3,1,1,1,1,1,0,0,0,0.01,100
"1122",9,36,19,55,9,14,11,10,14,14,5,14,7,7,5,6,2,9,11,6,7,9,7,4,6,5,5,14,7,2,0,0,1,28,47,1,3,1,11,5,2,3,1,1,53,0,1,0,0,0,0.01,100
"1123",152,0,0,242,4,1,3,3,2,4,1,14,2,16,1,0,1,0,1,2,1,1,0,1,3,1,1,0,2,1,0,1,0,19,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0.01,100
"1124",0,0,479,0,1,0,1,0,2,0,0,1,3,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.01,100
"1125",14,3,8,13,3,33,192,3,4,10,11,2,1,21,0,3,1,3,5,38,4,5,3,0,0,0,0,68,18,2,2,0,6,1,3,3,0,1,0,2,0,0,1,1,3,0,0,1,0,0,0.01,100
"1126",8,12,32,84,12,5,11,2,129,21,7,8,9,13,3,27,2,3,4,0,4,10,8,9,2,2,3,0,7,24,9,1,3,0,0,2,5,4,0,0,1,0,0,0,1,3,5,0,0,0,0.01,100
"1127",57,27,9,7,5,137,13,8,12,5,3,5,5,64,2,2,4,2,2,27,0,4,1,3,13,2,9,31,2,2,2,4,3,3,1,1,1,0,0,2,0,0,0,6,2,1,2,0,2,0,0.01,100
"1128",3,1,9,8,1,3,12,2,0,2,2,4,23,4,0,0,0,390,2,4,0,0,1,3,0,0,12,2,1,3,0,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01,100
"1129",3,17,45,246,7,13,4,3,25,1,7,13,2,1,1,9,3,5,1,1,2,2,0,1,7,0,1,2,4,4,0,0,23,7,3,4,0,2,1,0,0,3,3,1,0,18,0,0,0,0,0.01,100
"1130",28,26,4,8,27,6,15,15,25,7,3,4,22,6,3,0,5,7,7,5,44,2,2,27,3,3,6,40,1,1,119,1,2,2,0,4,2,3,2,3,0,1,2,3,0,0,0,0,0,0,0.01,100
"1131",18,12,21,42,20,11,7,17,43,13,30,9,14,3,6,20,3,3,94,3,7,0,19,5,4,2,1,2,1,14,2,3,4,2,2,0,2,4,0,2,24,1,1,1,1,0,0,2,1,0,0.01,100
"1132",102,4,13,5,3,3,19,2,6,251,4,1,42,5,3,0,0,1,0,16,0,2,1,1,1,0,0,1,2,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.01,100
"1133",28,33,33,3,16,5,9,11,6,5,28,4,7,5,15,14,1,3,1,40,4,1,2,1,1,3,1,6,8,28,3,12,2,8,0,1,2,2,0,2,0,0,0,0,0,0,0,0,140,0,0.01,100
"1134",31,12,25,9,5,23,4,2,3,45,48,10,5,7,7,1,123,6,6,3,2,12,1,1,15,1,1,8,3,2,1,13,13,3,3,0,1,3,3,5,0,14,2,0,0,5,0,0,0,0,0.01,100
"1135",15,14,27,12,23,41,17,11,41,7,60,7,41,5,44,4,5,12,1,11,3,11,3,5,2,4,3,15,13,1,1,4,2,2,0,5,0,14,0,2,2,0,0,5,0,1,1,0,0,0,0.01,100
"1136",17,110,57,11,18,8,6,7,5,6,9,6,3,3,2,21,79,4,2,36,5,3,7,2,15,1,2,1,3,8,1,0,3,0,6,3,3,0,11,0,1,2,0,0,3,0,0,0,1,0,0.01,100
"1137",19,6,1,5,7,1,3,24,1,2,2,0,1,4,4,4,3,25,0,2,10,1,0,1,0,5,2,1,0,0,1,0,2,1,0,6,1,0,0,2,1,0,1,3,340,0,0,0,0,0,0.01,100
"1138",15,85,12,6,15,19,31,10,37,9,1,4,4,10,6,24,4,3,7,16,3,1,5,11,1,4,5,40,1,1,1,0,22,5,0,5,3,5,0,0,0,0,0,2,28,9,0,1,25,0,0.01,100
"1139",16,162,25,8,10,97,20,10,8,3,6,3,13,9,2,6,2,0,3,5,4,3,5,5,12,1,1,2,9,12,1,0,4,2,12,1,2,1,2,0,0,0,0,0,0,0,0,0,5,0,0.01,100
"1140",11,8,7,19,3,36,8,11,4,15,16,9,8,7,18,17,17,8,6,4,4,85,2,3,13,1,4,15,7,7,1,3,5,0,0,8,2,3,54,20,4,0,0,2,1,8,7,0,0,0,0.01,100
"1141",13,6,18,8,16,12,14,3,9,16,20,3,25,1,6,6,1,3,29,1,2,5,9,2,2,198,2,5,5,0,4,3,0,1,2,2,1,1,1,2,0,35,1,1,0,0,0,0,1,0,0.01,100
"1142",12,14,11,9,100,21,11,11,5,70,7,13,2,7,2,5,10,1,6,11,62,5,4,7,2,26,0,5,8,1,2,10,6,4,9,2,0,0,6,0,2,3,1,0,0,0,0,3,0,0,0.01,100
"1143",19,27,39,28,8,16,7,17,15,3,14,22,4,14,49,6,47,38,2,4,2,8,0,6,12,4,4,3,1,5,1,9,0,6,3,1,10,0,2,12,1,2,2,8,1,0,2,1,0,0,0.01,100
"1144",22,16,15,5,104,9,3,4,4,4,5,9,6,7,22,5,4,1,3,12,3,8,3,1,8,4,54,102,19,6,1,4,2,1,1,0,2,2,0,0,0,3,0,3,1,1,3,0,0,0,0.01,100
"1145",18,10,30,6,5,19,11,11,3,22,3,3,9,6,2,2,33,20,3,20,4,5,7,4,1,4,2,2,28,0,2,13,175,2,1,0,3,0,0,0,2,1,3,1,1,0,0,1,0,0,0.01,100
"1146",119,27,7,8,61,64,2,5,16,5,30,1,7,11,7,4,7,12,2,9,4,3,0,4,6,14,1,6,6,4,4,4,4,3,4,3,2,0,1,1,3,1,1,4,1,0,1,1,0,0,0.01,100
"1147",87,11,18,11,17,39,12,11,10,10,9,13,10,31,5,3,7,3,16,5,8,8,5,6,4,3,4,3,5,3,16,4,3,15,12,1,4,19,4,19,12,1,1,1,0,0,1,0,2,0,0.01,100
"1148",14,4,2,380,4,8,3,5,3,8,2,1,1,5,3,12,0,1,2,10,1,0,3,2,1,1,0,1,0,1,3,0,1,0,2,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.01,100
"1149",17,24,12,32,31,28,9,11,12,14,12,10,8,35,29,15,12,21,4,13,6,26,3,4,6,22,0,6,3,2,3,5,3,6,2,1,9,2,1,1,1,4,2,14,3,1,0,0,2,0,0.01,100
"1150",16,11,16,14,14,27,1,57,2,19,6,6,10,8,5,14,46,2,8,2,4,5,3,2,0,35,1,7,0,17,55,1,2,3,2,2,2,4,1,55,2,3,0,2,0,0,1,0,0,0,0.01,100
"1151",187,5,7,66,5,4,2,5,0,9,7,43,0,4,2,5,4,5,2,4,5,1,34,9,0,15,0,38,0,0,2,2,0,2,2,2,4,2,0,4,1,0,0,0,0,0,2,0,1,0,0.01,100
"1152",0,8,0,2,464,1,7,0,0,0,1,1,0,0,2,0,2,0,1,0,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,100
"1153",1,3,1,310,1,1,11,0,2,0,0,0,4,144,0,1,2,0,3,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.01,100
"1154",4,6,2,9,143,160,22,3,5,2,1,8,2,2,2,32,0,4,4,3,1,2,0,56,1,1,3,1,2,2,2,0,7,1,0,0,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0.01,100
"1155",12,2,54,10,6,268,5,10,8,4,2,9,2,6,23,6,3,6,4,4,1,2,13,2,3,2,1,1,2,4,1,0,1,0,0,1,2,1,1,2,0,5,1,5,0,0,0,0,0,0,0.01,100
"1156",16,3,265,8,0,2,20,1,17,1,4,4,5,2,59,0,3,8,12,4,1,25,0,0,1,4,0,1,0,0,3,11,1,6,0,0,2,1,0,0,5,1,2,1,0,0,0,0,0,0,0.01,100
"1157",10,2,13,11,10,3,5,17,3,292,7,61,12,3,2,1,4,1,3,5,0,0,2,0,5,0,3,2,1,1,0,1,5,0,1,3,0,5,1,0,3,0,0,0,1,0,0,0,0,0,0.01,100
"1158",77,16,20,24,23,12,34,10,35,9,5,10,7,19,9,7,8,14,4,10,1,8,2,3,6,8,21,1,1,3,7,30,2,2,0,24,2,1,4,2,3,1,1,1,0,0,0,0,3,0,0.01,100
"1159",10,6,4,4,6,8,66,3,6,5,8,3,7,20,4,243,4,4,3,9,0,13,0,0,0,1,0,31,3,1,3,2,6,0,3,1,2,2,1,1,0,1,0,1,0,0,0,0,0,0,0.01,100
"1160",3,13,46,4,2,3,6,6,1,11,186,8,3,4,0,1,7,61,1,6,0,1,0,2,1,0,1,42,52,4,1,4,3,1,0,3,0,0,0,5,1,4,0,0,2,0,0,0,0,0,0.01,100
"1161",478,2,1,0,0,0,0,1,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,100
"1162",48,9,5,22,20,23,45,5,3,2,3,1,6,12,1,2,3,4,38,58,4,1,7,0,8,1,6,3,50,1,6,59,3,1,2,0,0,0,1,1,0,0,4,4,21,1,0,0,0,0,0.01,100
"1163",17,16,39,17,42,8,23,13,24,7,17,52,15,3,9,5,12,10,3,28,10,12,1,2,11,0,9,13,0,2,19,5,2,1,15,1,1,2,0,23,1,0,0,1,0,0,1,1,0,0,0.01,100
"1164",4,7,4,7,5,330,3,46,2,3,4,1,2,3,19,2,5,3,0,2,2,4,6,0,6,0,3,2,3,0,2,0,1,0,1,1,0,0,0,5,1,0,1,1,2,0,0,5,0,0,0.01,100
"1165",7,3,2,4,2,3,413,2,1,5,4,1,6,2,0,2,3,0,0,10,3,0,1,2,0,1,0,1,1,1,0,1,5,0,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,100
"1166",4,3,2,0,2,1,0,0,1,0,0,0,1,461,0,1,0,1,0,1,0,16,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.01,100
"1167",11,55,13,9,20,32,3,16,41,7,12,7,7,10,34,4,7,3,22,5,11,1,17,34,5,9,3,9,3,6,34,0,1,3,1,3,1,1,3,0,1,0,1,3,1,1,0,16,1,0,0.01,100
"1168",19,22,45,9,125,16,3,4,25,42,1,9,2,5,10,6,4,3,4,7,2,61,3,2,8,3,0,4,21,2,8,3,1,3,0,1,1,3,0,6,0,1,1,0,1,0,0,0,0,0,0.01,100
"1169",24,23,17,27,8,49,12,4,11,24,5,16,5,5,17,9,13,7,42,5,3,78,7,3,11,12,0,5,2,3,3,6,4,1,1,2,1,2,3,2,4,3,1,0,8,1,0,4,0,0,0.01,100
"1170",7,11,7,44,88,3,10,4,95,4,21,11,1,7,7,5,12,8,9,1,4,4,28,4,6,4,1,2,1,4,25,14,12,2,1,0,1,0,1,0,0,11,1,1,1,2,6,0,1,0,0.01,100
"1171",456,2,22,3,2,2,0,3,1,0,1,0,0,1,0,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.01,100
