"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","connectance","fixed"
"44",0,0,0,0,0,0,0,42,0,10,0,13,19,0,0,0,6,0,0,7,20,14,0,0,0,9,0,0,2,0,67,27,0,0,0,0,41,0,0,103,0,29,7,53,9,0,0,1,0,5,0,0
"45",0,0,0,26,0,0,0,3,11,0,8,7,19,105,0,31,1,13,4,3,1,3,8,0,0,11,0,0,0,1,0,1,0,3,0,0,0,53,6,0,48,19,0,0,91,1,0,0,4,3,0,0
"46",1,0,0,0,12,8,15,0,0,0,11,20,1,67,46,0,0,0,5,11,20,15,1,0,3,5,4,0,1,41,0,41,1,7,0,14,20,0,77,0,0,0,5,0,0,7,16,0,9,0,0,0
"47",0,1,12,0,50,0,0,5,20,40,2,12,4,48,0,0,10,0,0,0,2,2,31,97,0,6,0,0,0,0,6,0,5,1,0,8,0,1,1,0,59,1,22,21,0,0,2,0,10,5,0,0
"48",6,0,54,2,9,0,2,0,0,0,0,0,0,0,4,85,47,39,43,0,0,0,12,26,0,6,26,0,0,20,1,0,2,0,1,1,65,2,0,4,5,0,7,0,10,0,1,4,0,0,0,0
"49",0,5,26,0,39,8,4,28,0,0,10,57,2,13,0,0,4,1,3,0,2,0,0,11,0,0,0,0,0,0,3,4,0,1,0,0,1,0,168,1,4,7,0,0,0,50,21,8,0,3,0,0
"50",2,0,2,0,5,0,2,0,0,9,0,0,1,0,7,4,9,0,1,2,0,108,0,2,9,2,0,0,17,1,125,36,7,0,3,5,8,22,0,0,0,0,0,0,50,2,19,2,22,0,0,0
"51",1,0,0,0,0,0,0,0,1,25,8,0,35,17,0,0,15,3,8,0,0,67,0,0,2,26,33,8,1,0,0,0,1,22,0,0,0,2,5,1,0,49,0,0,0,122,0,0,16,16,0,0
"52",22,2,3,7,0,1,0,3,0,0,0,18,0,18,7,1,0,0,0,5,34,12,0,49,0,0,6,0,79,2,0,107,55,6,8,5,0,0,8,0,0,0,4,9,0,1,7,5,0,0,0,0
"53",8,4,0,24,9,82,6,0,0,5,5,5,22,13,51,24,0,7,0,2,2,0,0,0,11,1,2,51,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,26,2,7,8,46,37,8,0,0
"54",43,37,79,1,33,20,0,5,1,0,2,0,10,0,14,1,0,0,0,7,1,11,0,0,30,4,0,19,21,2,0,11,14,0,20,15,0,1,0,0,1,2,0,0,48,7,4,0,20,0,0,0
"55",6,4,0,21,1,4,36,9,36,0,1,0,0,0,11,0,76,0,1,0,0,0,0,2,3,88,4,0,0,5,54,2,6,26,6,4,0,8,35,8,0,0,24,2,0,0,1,0,0,0,0,0
"56",66,35,75,7,2,0,24,0,0,1,0,0,93,0,3,0,0,41,0,1,1,0,17,2,1,0,2,1,0,0,8,1,0,0,4,0,13,1,0,6,6,58,9,1,0,2,2,0,0,1,0,0
"57",0,3,1,56,3,0,0,60,5,9,4,0,3,42,16,0,0,6,13,0,72,0,0,0,43,0,0,0,1,13,0,2,0,27,0,29,12,4,4,1,0,4,1,0,0,5,2,4,0,39,0,0
"58",25,21,3,16,0,3,9,0,25,0,37,30,0,2,3,12,0,1,4,7,11,12,0,7,3,0,0,37,93,0,8,7,0,0,0,0,5,0,0,0,7,0,2,0,25,0,0,63,0,6,0,0
"59",3,6,2,35,0,12,0,0,5,0,2,1,3,0,0,11,0,0,0,0,74,0,0,0,0,20,78,2,0,4,0,0,97,0,34,13,0,27,0,0,8,0,0,0,7,2,0,36,0,2,0,0
"60",26,39,1,0,0,0,79,13,0,0,0,3,0,17,28,3,0,0,2,13,11,8,38,0,8,12,13,0,0,0,0,10,10,20,1,0,2,0,1,2,6,0,0,2,8,30,3,62,13,0,0,0
"61",71,12,0,1,10,5,0,0,0,0,1,18,13,2,0,8,11,0,111,0,0,0,1,24,3,47,3,0,1,3,6,0,7,0,38,0,0,0,37,1,0,0,15,1,0,23,0,2,9,0,0,0
"62",8,0,1,0,2,6,1,0,3,0,54,4,0,26,9,0,0,0,0,1,3,3,95,3,0,0,1,0,1,6,103,0,4,21,2,3,9,0,1,15,9,0,33,1,0,14,26,10,5,1,0,0
"63",0,24,0,2,53,14,13,0,0,1,8,6,1,0,9,2,0,0,29,0,10,0,2,0,13,0,0,32,104,15,19,0,0,16,2,0,0,0,1,16,2,28,0,1,13,0,3,44,1,0,0,0
"64",0,0,1,0,0,39,0,8,28,1,1,8,0,0,0,1,1,21,27,7,1,0,7,0,0,0,0,1,31,8,0,1,0,84,20,0,8,2,1,0,1,0,0,49,0,22,1,83,4,17,0,0
"65",2,0,41,0,0,0,35,0,2,13,1,38,2,0,0,0,0,0,21,1,0,0,0,13,0,0,0,2,0,0,11,0,39,9,113,9,0,8,29,4,7,0,0,64,5,0,0,0,15,0,0,0
"66",0,0,21,9,0,0,2,0,0,0,59,0,2,0,8,49,3,1,13,1,17,0,10,0,0,80,1,0,20,1,128,0,6,13,1,0,7,0,3,0,0,0,2,0,4,4,5,4,9,1,0,0
"67",43,0,15,10,2,26,3,1,0,0,66,61,66,0,0,0,0,0,2,16,0,13,0,0,5,82,12,7,0,0,0,0,0,0,9,0,0,0,5,0,0,7,11,9,3,0,0,10,0,0,0,0
"68",2,0,5,0,6,17,0,16,0,0,1,2,0,0,55,1,175,24,0,13,2,1,4,1,10,0,0,1,28,13,58,0,6,0,0,0,1,0,0,14,2,0,0,15,0,11,0,0,0,0,0,0
"69",0,7,1,0,26,2,17,1,3,0,83,0,10,0,24,0,3,0,0,0,3,0,0,0,1,18,1,3,1,2,5,53,1,10,5,61,0,1,0,49,2,20,54,0,0,0,0,1,2,14,0,0
"70",29,0,0,3,9,0,0,81,2,27,6,0,0,3,0,0,11,4,0,9,1,0,17,10,2,2,1,0,0,0,0,5,13,0,0,0,39,103,0,2,0,32,0,14,1,36,0,4,18,0,0,0
"71",4,2,15,7,2,0,0,34,0,0,40,0,0,8,87,0,15,0,20,0,0,6,0,8,0,0,0,0,11,5,0,0,30,8,0,0,0,0,0,0,22,23,33,0,2,0,23,2,76,1,0,0
"72",0,2,9,20,4,3,0,44,0,23,31,1,0,1,0,0,22,1,0,0,0,0,4,18,2,0,9,35,7,0,0,150,1,2,1,0,16,0,0,0,0,0,66,0,0,0,3,0,0,9,0,0
"73",0,1,1,0,11,25,40,4,22,0,0,0,0,24,139,24,0,0,54,0,0,1,0,0,3,1,0,6,54,0,0,0,0,0,0,0,0,0,3,0,0,5,12,0,1,4,0,2,2,45,0,0
"74",0,4,0,0,0,4,0,14,5,1,24,0,0,19,0,11,0,9,0,0,29,0,0,0,2,3,2,1,20,28,1,12,0,0,10,29,0,0,0,0,82,0,3,25,1,0,0,0,0,145,0,0
"75",2,0,2,0,2,37,0,26,25,5,1,31,13,60,1,1,1,0,2,0,0,0,0,1,35,2,4,1,0,0,18,0,46,41,0,2,3,0,1,75,3,0,0,5,4,1,0,22,11,0,0,0
"76",0,0,6,0,0,5,0,2,0,0,0,5,39,0,85,0,5,0,22,23,0,0,2,1,0,13,5,0,0,61,0,12,1,6,50,0,9,0,0,1,75,52,2,0,0,2,0,0,0,0,0,0
"77",0,1,9,3,0,3,0,11,0,0,0,10,0,10,44,0,0,0,0,1,1,0,2,6,0,0,2,0,10,0,47,7,0,1,0,5,40,48,1,56,0,0,5,23,0,50,2,84,2,0,0,0
"78",1,0,0,2,1,12,9,0,52,6,3,0,16,0,7,0,2,0,66,2,17,0,0,0,2,16,0,8,1,13,0,0,2,0,0,9,4,0,71,0,1,0,2,0,159,0,0,0,0,0,0,0
"79",0,0,0,0,2,0,3,0,0,22,5,2,0,0,0,5,21,0,0,52,0,21,44,1,0,0,81,0,0,0,19,0,0,7,3,0,18,0,134,3,0,17,0,0,0,0,4,0,4,16,0,0
"80",0,2,18,0,0,0,16,0,16,26,68,3,9,4,0,0,33,2,0,3,2,21,0,0,14,1,1,4,10,0,0,3,0,2,0,1,0,0,11,0,3,148,14,19,14,2,4,0,0,10,0,0
"81",12,3,0,0,50,0,0,5,0,0,0,0,40,0,0,3,0,1,3,12,18,0,8,0,0,11,11,6,34,0,19,0,8,0,0,0,25,12,1,17,0,0,0,0,0,4,78,5,26,72,0,0
"82",2,0,1,61,1,3,0,0,0,7,0,0,23,0,17,13,0,6,0,0,4,0,54,15,50,0,3,1,5,0,0,14,0,1,23,0,0,12,2,19,2,2,0,0,0,1,0,105,0,37,0,0
"83",4,1,0,0,2,0,72,2,0,0,22,37,0,0,0,0,3,0,0,58,69,12,3,0,1,0,2,25,30,0,25,0,33,0,0,19,4,0,0,0,0,14,7,5,14,3,14,0,1,2,0,0
"84",0,21,0,34,0,0,11,0,0,2,0,13,0,3,23,0,2,0,0,0,3,0,1,3,1,0,0,34,10,0,29,10,0,0,0,0,0,0,0,0,18,0,176,0,84,1,1,1,3,0,0,0
"85",0,1,25,1,43,46,0,0,0,3,0,0,12,0,0,45,0,0,6,8,0,14,0,0,1,8,22,13,9,0,1,20,0,0,0,42,1,23,0,36,0,1,13,5,7,71,0,7,0,0,0,0
"86",2,28,0,48,2,0,25,38,56,10,10,14,0,0,0,3,6,0,1,0,0,0,1,49,0,0,0,0,0,0,0,0,1,26,2,9,0,27,0,0,0,5,6,0,4,0,91,0,1,19,0,0
"87",0,0,1,1,0,3,1,10,3,18,4,1,40,5,15,0,0,0,46,0,0,6,1,0,2,6,50,36,9,6,1,4,0,0,9,0,20,8,48,9,6,44,11,0,2,5,0,0,0,53,0,0
"88",1,14,0,1,67,1,0,0,3,3,5,0,34,0,0,14,0,1,0,18,3,27,0,0,0,0,111,1,0,72,16,11,6,7,0,17,20,0,0,0,5,8,0,3,2,1,1,0,2,9,0,0
"89",0,0,1,6,0,8,4,0,1,0,0,4,59,4,0,0,24,14,0,61,1,11,0,0,0,1,27,16,0,2,0,1,85,0,0,0,1,24,32,0,23,52,0,0,0,0,7,3,2,10,0,0
"90",0,15,4,0,0,0,10,0,66,27,81,2,0,16,4,7,1,8,0,0,0,0,0,0,10,2,0,0,3,0,0,15,2,2,0,20,20,15,3,0,0,0,11,0,70,0,0,17,0,53,0,0
"91",0,12,1,0,1,128,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,19,3,47,0,2,71,6,0,2,0,31,0,0,1,0,0,8,5,0,16,100,4,0,16,0,3,0,1,0,0
"92",2,19,1,7,0,16,2,8,44,1,0,15,1,5,1,3,0,7,0,0,1,0,0,0,47,0,20,0,1,0,0,0,0,18,4,4,36,93,0,1,0,15,2,0,44,46,0,18,0,2,0,0
"93",5,1,38,50,0,0,0,0,0,0,1,0,0,16,0,1,34,42,0,2,15,0,55,0,0,0,7,2,1,0,10,0,0,0,0,6,3,0,32,0,44,0,0,29,10,3,13,0,61,3,0,0
"94",40,0,5,1,0,21,0,0,0,80,0,1,3,0,0,0,1,0,0,0,2,3,1,20,12,0,14,3,38,10,34,0,92,21,1,0,0,11,6,0,5,0,0,24,0,0,19,8,0,8,0,0
"95",10,1,0,2,5,33,0,68,0,9,11,0,21,22,17,3,1,0,83,0,0,0,1,61,4,18,0,11,6,10,10,0,3,0,16,0,6,8,0,1,3,0,4,31,2,1,2,0,0,0,0,0
"96",0,2,7,24,27,5,0,6,21,15,0,89,0,31,0,0,2,0,0,4,0,0,1,0,33,11,0,4,0,0,0,1,2,0,0,32,37,3,31,88,0,0,0,2,4,2,0,0,0,0,0,0
"97",74,15,0,0,0,0,0,0,0,10,0,1,0,110,56,4,0,17,0,0,8,0,0,0,0,0,40,31,0,48,0,0,0,1,0,11,0,0,0,12,3,0,0,1,4,0,0,0,38,0,0,0
"98",0,0,0,0,0,0,11,0,15,10,3,3,51,0,0,0,17,5,0,0,21,0,0,21,0,0,0,67,0,3,0,2,0,5,0,0,0,0,0,6,19,0,0,62,131,0,27,1,3,1,0,0
"99",0,9,1,0,156,0,0,0,0,0,0,2,10,0,4,1,0,2,3,2,0,1,0,0,6,0,3,1,147,1,0,43,3,1,0,5,11,0,25,0,19,2,7,0,0,10,0,5,3,1,0,0
"100",0,10,0,1,0,53,0,102,0,1,13,0,0,48,29,0,0,2,4,0,0,0,0,112,2,2,0,1,11,11,5,15,6,1,1,1,1,10,5,9,1,0,1,0,5,0,20,0,1,0,0,0
"101",6,0,10,3,0,2,0,12,1,3,0,8,8,12,0,0,2,20,2,0,0,90,7,7,0,12,0,0,16,0,22,62,59,2,0,8,0,0,11,2,0,26,0,2,2,0,0,62,0,5,0,0
"102",6,24,0,1,0,82,1,0,0,0,0,0,6,0,1,15,0,4,24,23,0,11,0,1,1,0,1,10,0,0,0,0,0,0,36,72,0,0,0,1,0,0,0,0,0,1,112,7,43,1,0,0
"103",1,72,4,4,0,0,0,1,0,11,0,67,0,0,28,0,3,4,0,49,22,0,0,0,0,35,0,0,2,4,9,13,1,0,1,0,3,0,0,2,3,0,0,2,25,38,63,1,15,1,0,0
"104",0,6,2,27,0,1,0,0,0,0,0,0,0,1,56,0,99,0,84,1,0,6,23,1,0,9,0,1,0,2,1,25,32,19,1,9,6,0,0,3,0,2,0,2,7,0,31,6,13,8,0,0
"105",0,1,17,12,9,10,10,0,5,0,0,1,0,10,0,5,0,0,0,4,8,0,1,66,12,5,0,10,12,13,0,0,0,0,42,37,6,0,7,36,72,2,6,2,0,0,0,48,10,5,0,0
"106",0,67,1,0,0,23,0,11,0,8,0,2,0,12,0,4,2,0,66,8,0,0,0,1,37,0,12,76,0,8,0,0,0,2,4,0,44,0,9,17,0,3,0,0,0,15,6,2,44,0,0,0
"107",0,74,0,48,0,5,0,0,0,20,0,107,1,3,0,15,1,0,0,5,17,8,0,0,1,0,0,1,0,7,1,62,14,13,36,0,2,1,12,17,7,0,0,0,4,0,0,0,0,2,0,0
"108",1,25,1,79,24,8,37,3,0,0,23,0,10,0,4,3,0,78,0,4,4,18,17,0,0,0,0,33,0,0,0,0,0,19,1,2,0,0,0,7,0,0,2,0,0,6,21,43,3,8,0,0
"109",0,10,0,3,17,32,81,10,13,0,26,5,6,2,0,0,7,15,0,0,1,9,0,0,23,0,0,36,12,10,0,56,0,17,0,48,0,0,0,0,14,0,1,0,0,0,0,7,15,8,0,0
"110",0,123,0,0,0,0,16,0,2,24,0,1,1,0,0,19,4,0,3,0,0,0,0,0,6,0,0,0,0,48,0,40,0,44,5,1,0,0,0,4,0,34,18,9,3,31,25,6,17,0,0,0
"111",39,25,32,0,30,1,0,0,4,0,1,2,0,2,7,0,45,15,0,24,11,0,0,0,1,0,1,5,5,0,12,2,18,0,0,4,23,10,0,20,6,0,1,4,59,1,0,26,36,12,0,0
"112",0,23,0,0,21,0,0,16,0,2,39,0,7,94,9,4,27,12,1,13,2,2,1,1,0,0,1,1,0,1,0,0,3,1,6,0,95,1,10,0,0,26,1,16,0,0,48,0,0,0,0,0
"113",103,0,0,3,0,0,2,6,17,3,0,1,0,6,0,0,0,0,3,7,0,0,43,16,4,7,1,2,24,29,0,29,0,29,0,1,27,0,10,21,3,0,0,0,6,61,3,0,17,0,0,0
"114",1,32,0,2,6,0,0,1,48,0,0,32,14,0,2,22,0,5,0,0,47,13,3,0,8,0,5,17,3,3,0,0,2,2,0,1,0,4,1,14,0,0,0,0,98,0,0,26,0,72,0,0
"115",0,38,0,61,29,0,0,0,0,0,38,15,0,50,0,3,4,15,0,0,0,0,3,0,0,87,30,0,0,0,2,0,0,0,7,0,8,7,2,0,0,0,3,0,4,11,10,3,54,0,0,0
"116",10,0,2,0,0,0,61,22,26,67,0,0,46,12,0,62,3,18,0,10,0,0,0,2,10,0,2,21,0,0,0,3,7,0,0,39,4,0,0,2,0,0,1,0,0,0,12,0,14,28,0,0
"117",13,0,3,28,0,5,8,0,0,8,14,8,0,0,6,0,0,2,0,0,17,2,0,2,104,0,65,42,35,0,0,0,0,0,3,16,0,41,0,2,16,0,0,1,0,8,20,15,0,0,0,0
"118",14,1,3,0,0,0,51,3,0,4,0,6,53,2,7,0,20,14,5,0,5,0,0,0,0,0,0,0,0,0,0,116,0,0,0,104,0,0,1,0,13,48,0,0,0,0,6,5,0,3,0,0
"119",0,0,15,0,1,0,6,0,0,0,9,2,10,0,1,0,6,10,7,35,0,0,1,0,31,0,78,0,0,3,12,0,0,14,3,180,9,0,2,0,0,3,0,2,0,25,14,0,3,2,0,0
"120",1,14,2,89,23,5,0,0,2,38,1,0,0,0,0,0,0,0,0,0,0,14,10,0,134,0,0,2,1,0,52,17,1,9,7,18,0,0,0,0,2,4,0,3,34,1,0,0,0,0,0,0
"121",1,0,0,0,2,10,0,0,0,0,28,1,44,16,0,6,0,12,0,3,0,1,0,2,10,28,0,0,3,0,3,0,0,0,3,0,48,21,46,1,1,6,101,2,1,3,0,81,0,0,0,0
"122",0,0,0,27,16,6,18,12,2,0,7,0,0,1,10,1,1,13,0,32,23,56,0,6,2,5,0,0,1,0,87,0,11,0,0,19,1,1,0,0,0,20,1,76,1,5,1,6,14,2,0,0
"123",10,0,5,0,0,3,68,7,2,5,0,0,1,0,0,1,30,0,0,5,1,1,0,86,13,0,0,9,9,0,2,22,3,0,1,0,22,60,3,5,0,65,7,5,0,0,0,25,1,7,0,0
"124",0,0,17,8,2,0,0,0,12,25,0,0,0,3,12,3,0,8,1,22,0,10,0,65,0,30,0,0,0,11,81,1,17,33,0,18,0,6,0,62,1,0,0,0,2,33,0,0,0,1,0,0
"125",5,5,31,0,3,0,6,0,39,0,1,0,4,0,0,0,1,0,0,25,0,2,11,0,29,2,94,2,29,13,0,32,2,0,0,28,1,0,5,0,44,4,3,1,6,0,7,7,0,42,0,0
"126",14,1,24,0,16,64,0,2,0,4,52,10,20,0,0,2,0,0,1,2,4,22,37,34,0,2,0,5,0,1,4,0,8,2,0,57,4,0,19,14,0,9,12,1,13,1,3,3,0,17,0,0
"127",0,42,0,8,7,0,0,1,1,0,52,16,0,0,1,29,9,0,0,0,0,12,2,16,12,0,25,47,0,27,66,2,5,0,0,1,39,0,1,0,19,0,0,16,6,1,6,11,0,4,0,0
"128",30,72,0,5,0,0,1,0,55,13,46,2,0,0,7,27,1,0,4,12,6,17,1,17,0,0,31,9,0,17,3,0,0,0,0,1,0,0,0,2,8,0,0,0,92,1,2,0,2,0,0,0
"129",28,118,1,1,0,9,0,2,0,0,1,6,0,0,5,27,1,15,0,65,16,3,0,0,0,15,4,0,36,0,0,0,3,2,8,4,0,0,10,8,0,1,0,34,3,0,18,1,1,38,0,0
"130",78,0,0,2,22,1,1,3,26,1,31,9,8,17,0,4,1,0,0,4,1,0,6,38,62,0,3,0,0,1,0,0,0,4,0,2,0,58,0,0,8,4,33,0,0,0,6,0,0,50,0,0
"131",0,0,4,18,15,0,0,85,70,0,3,0,1,14,18,0,0,18,2,0,0,7,0,1,0,11,58,2,14,0,1,11,0,1,0,8,31,4,0,0,0,52,10,3,1,0,0,14,7,0,0,0
"132",35,0,8,0,15,26,5,0,43,32,24,0,1,3,0,7,3,0,2,7,0,16,0,0,0,33,0,9,65,2,0,0,2,2,1,11,0,13,5,0,0,1,94,1,0,3,0,0,0,15,0,0
"133",28,10,3,9,0,0,1,9,6,1,67,0,0,1,27,0,0,35,8,0,0,7,0,0,0,0,14,1,0,0,12,4,0,28,0,0,70,0,0,17,0,4,58,0,0,19,0,0,0,45,0,0
"134",0,0,17,0,18,0,0,0,27,10,7,0,1,4,3,4,1,17,10,12,2,6,20,17,0,60,4,41,0,3,1,53,0,56,1,0,10,0,0,3,0,0,3,0,6,0,15,0,27,25,0,0
"135",0,0,43,19,81,1,0,0,6,0,0,0,0,6,1,5,0,0,0,0,130,0,29,15,4,1,0,0,0,10,20,28,0,0,1,49,0,13,0,3,0,6,0,1,2,10,0,0,0,0,0,0
"136",0,1,59,13,0,0,0,21,29,2,5,2,0,0,5,19,120,1,2,0,33,1,0,0,7,9,0,0,0,0,29,13,0,0,0,0,18,2,0,4,27,15,0,0,45,0,1,0,1,0,0,0
"137",52,18,0,0,13,18,71,0,0,46,4,14,5,3,9,0,6,0,38,0,21,0,2,30,0,4,0,0,0,0,0,1,15,14,1,1,0,0,3,0,1,3,5,23,9,0,12,0,40,2,0,0
"138",7,0,3,91,0,0,31,0,8,0,0,0,0,0,0,37,0,8,0,0,11,0,1,0,0,50,79,1,0,46,1,0,23,3,0,0,4,10,37,0,0,1,0,0,14,0,0,0,18,0,0,0
"139",30,0,3,52,9,0,0,2,0,0,7,6,0,1,49,8,1,0,0,122,0,0,2,1,3,3,0,0,2,0,0,0,0,0,56,0,0,31,3,0,0,8,23,0,0,33,7,2,2,18,0,0
"140",13,0,3,0,0,2,0,3,1,15,44,0,1,23,15,0,3,3,1,0,0,72,5,0,11,0,7,0,20,0,15,1,0,3,0,0,0,1,5,0,0,35,39,2,0,74,10,57,0,0,0,0
"141",46,0,0,0,0,0,0,0,9,1,0,110,22,0,23,14,1,0,7,3,0,49,0,7,0,1,40,0,15,0,0,0,0,12,4,0,3,1,0,0,23,0,31,2,0,8,0,4,48,0,0,0
"142",0,12,1,14,0,0,2,42,4,12,0,1,0,0,0,65,9,0,21,11,11,4,35,1,2,0,10,30,21,0,0,14,2,20,6,0,1,9,38,1,79,0,0,0,5,0,1,0,0,0,0,0
"143",1,1,0,0,55,2,0,34,0,1,82,0,1,6,21,0,0,3,0,127,0,0,0,0,0,0,0,14,0,0,6,14,0,0,8,28,2,19,4,0,47,4,0,1,0,0,2,1,0,0,0,0
"144",2,6,0,0,0,13,0,0,15,0,14,0,0,91,5,0,0,51,0,0,16,5,0,0,18,5,14,59,2,6,3,0,29,29,0,10,3,0,5,0,3,0,1,0,0,35,36,1,4,3,0,0
"145",0,24,24,1,6,0,26,0,3,0,11,2,0,3,0,0,11,0,0,1,0,10,0,0,16,31,0,12,95,0,0,0,1,0,3,131,0,0,0,15,45,6,0,0,0,1,0,6,0,0,0,0
"146",7,117,0,3,0,4,0,6,0,0,3,8,0,8,1,37,0,3,0,43,33,2,0,0,14,0,0,26,0,7,0,0,23,39,0,0,0,0,2,0,23,1,32,2,0,0,4,31,5,0,0,0
"147",23,0,0,121,2,7,0,0,0,0,0,6,5,12,8,11,12,4,39,0,0,0,0,2,19,56,0,0,6,0,1,43,6,0,19,2,12,13,0,29,0,1,0,5,6,11,0,0,3,0,0,0
"148",0,1,5,2,1,0,3,36,0,30,16,2,0,0,22,2,30,86,0,1,0,5,0,0,63,0,64,15,8,0,0,0,0,0,0,0,3,0,4,19,1,1,0,0,0,0,3,47,14,0,0,0
"149",0,39,0,0,0,64,36,0,10,24,0,0,1,51,7,22,11,2,0,0,2,14,6,0,7,2,0,0,2,17,1,14,4,0,0,2,44,4,31,18,9,0,1,0,3,11,0,12,7,6,0,0
"150",0,4,0,0,13,0,4,1,2,0,0,1,0,28,0,15,8,0,6,27,0,35,30,0,40,2,0,4,0,0,35,14,1,1,71,7,46,0,0,0,37,26,1,0,3,21,0,0,0,1,0,0
"151",0,0,0,3,0,27,0,0,0,13,3,2,0,0,0,0,0,3,3,3,0,69,125,0,0,8,21,1,1,15,2,3,0,11,13,14,0,99,0,3,0,6,5,11,0,3,0,1,2,14,0,0
"152",8,6,87,1,0,0,0,18,2,0,0,0,0,14,1,44,0,0,81,0,0,4,0,0,0,2,1,0,10,87,1,0,5,0,10,13,0,0,0,0,0,0,0,23,0,8,14,25,19,0,0,0
"153",6,0,4,3,13,4,0,0,0,0,57,30,0,4,0,40,30,8,3,10,69,0,0,1,2,0,0,1,0,0,18,7,0,0,0,12,2,1,1,4,0,45,39,0,0,0,0,2,48,20,0,0
"154",0,22,21,0,1,1,2,0,1,90,0,1,24,0,0,3,11,0,0,1,34,3,1,2,2,1,0,1,0,0,1,57,0,1,66,21,5,0,0,35,0,0,1,3,30,0,0,0,38,4,0,0
"155",2,86,0,2,0,41,5,87,9,0,0,0,0,0,1,9,0,18,59,0,0,59,29,0,0,1,0,20,1,0,0,0,0,1,0,0,0,4,22,0,1,0,18,0,0,0,6,3,0,0,0,0
"156",0,0,87,0,1,0,36,8,64,0,0,0,1,0,6,11,13,2,0,0,47,0,0,0,0,3,124,25,0,7,1,0,0,0,0,41,1,0,0,0,0,0,2,0,0,0,1,2,0,1,0,0
"157",1,0,0,2,0,0,0,0,62,8,19,4,0,0,0,0,1,2,12,0,3,19,1,0,0,7,52,0,2,0,3,0,61,0,0,30,87,1,0,2,57,10,18,0,0,0,12,0,8,0,0,0
"158",22,4,0,0,0,0,1,0,2,18,0,1,19,7,4,3,0,2,10,1,15,0,49,17,11,2,15,0,5,0,7,0,3,0,1,93,2,1,0,59,19,1,0,0,0,86,4,0,0,0,0,0
"159",0,3,2,1,1,0,0,21,29,63,0,0,0,0,16,0,2,29,20,1,0,8,1,0,36,0,24,0,1,0,6,6,45,0,1,4,12,142,7,0,0,0,0,0,0,3,0,0,0,0,0,0
"160",0,0,0,94,0,9,0,0,58,0,0,0,11,3,24,1,1,0,1,0,44,0,0,0,6,0,48,21,0,5,2,0,8,0,52,39,0,0,6,30,0,14,0,0,0,1,5,0,1,0,0,0
"161",13,0,65,2,19,1,0,0,0,1,3,0,2,30,2,0,0,10,8,0,0,0,0,38,19,0,0,0,0,1,66,40,8,0,0,0,0,0,9,25,1,21,71,0,0,0,2,4,0,23,0,0
"162",7,0,0,0,5,0,1,3,53,0,0,0,30,0,4,0,1,4,0,6,3,52,23,0,22,18,0,0,2,0,67,0,0,1,5,1,0,0,14,0,1,61,31,46,0,0,10,9,2,2,0,0
"163",0,0,40,0,0,0,0,0,99,0,21,0,0,0,1,6,1,1,15,0,0,0,17,30,0,9,0,3,0,3,5,41,0,0,14,29,7,0,0,0,0,7,0,0,0,107,12,0,16,0,0,0
"164",0,102,0,1,0,1,0,3,0,0,4,0,0,1,1,7,0,0,58,1,10,1,0,0,0,8,0,2,0,0,12,1,0,54,35,7,0,5,0,49,0,1,13,0,0,0,0,101,6,0,0,0
"165",0,22,0,0,0,6,22,0,0,23,47,0,3,0,3,7,0,2,3,53,38,48,0,0,0,1,27,4,2,0,30,5,2,0,3,2,0,33,17,49,0,6,0,0,0,0,4,1,19,2,0,0
"166",0,0,0,1,0,77,0,15,0,1,0,0,0,10,0,0,11,0,9,3,23,4,0,1,14,0,24,0,20,27,1,0,0,0,2,13,0,15,0,1,22,106,50,2,0,14,6,0,2,10,0,0
"167",6,0,0,0,1,31,0,14,9,0,0,10,73,0,6,18,0,1,2,6,3,17,99,23,1,14,11,0,9,1,0,92,0,0,0,11,0,5,3,1,0,0,1,0,4,5,0,5,0,2,0,0
"168",0,19,3,62,3,2,0,5,0,0,0,9,0,3,2,0,0,0,0,9,24,3,0,0,68,0,3,0,0,99,0,0,0,5,1,0,0,22,0,0,33,4,39,13,0,16,3,0,8,26,0,0
"169",12,0,0,4,4,1,0,0,0,2,0,20,21,0,87,0,0,0,6,1,1,10,2,49,36,32,2,4,0,0,0,0,3,1,0,62,1,8,0,0,2,0,96,9,3,1,0,0,4,0,0,0
"170",0,19,6,0,1,6,0,0,5,0,1,0,1,0,22,2,10,1,0,50,0,76,18,5,0,0,0,34,23,6,12,32,0,0,0,26,0,8,31,2,14,15,20,9,0,3,21,2,3,0,0,0
"171",10,0,0,1,0,26,0,89,0,0,3,2,0,128,20,0,25,65,0,9,6,0,13,10,0,5,15,1,0,0,1,14,0,0,0,0,1,0,0,11,0,3,0,0,0,0,0,0,14,12,0,0
"172",0,8,25,56,0,1,20,0,0,68,3,6,0,53,0,0,41,32,0,6,29,3,0,0,0,2,3,0,0,4,0,12,17,0,2,0,1,1,26,0,5,0,0,6,38,0,16,0,0,0,0,0
